metric,metricType,metricDisplayName,metricExplanatory,parentKPI,Category,SunburstCode,SunburstWeight,normalBottom,normalTop,lowBottom,lowTop,midBottom,midTop,highBottom,highTop
usersPsHoResponsesWithSmCause,counter,Users Ps Ho Responses With Sm Cause,Number of users Ps Ho Responses With Sm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Sm Cause,2480.666667,,,,,,,,
usersPsHoAttempts,counter,Users Ps Ho Attempts,Number of users Ps Ho Attempts,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Attempts,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithSmCause,counter,Users Failed Ps Ho Responses With Sm Cause,Number of users Failed Ps Ho Responses With Sm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With Sm Cause,2480.666667,,,,,,,,
failedPsHoResponsesWithBssgpCause,counter,Failed Ps Ho Responses With Bssgp Cause,Number of failed Ps Ho Responses With Bssgp Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With Bssgp Cause,2480.666667,,,,,,,,
usersPsHoResponsesPerRrcEstablishmentCauseCode,counter,Users Ps Ho Responses Per Rrc Establishment Cause Code,Number of users Ps Ho Responses Per Rrc Establishment Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Rrc Establishment Cause Code,2480.666667,,,,,,,,
usersPsHoResponsesPerS1APCauseCode,counter,Users Ps Ho Responses Per S1 Ap Cause Code,Number of users Ps Ho Responses Per S1 AP Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per S1 Ap Cause Code,2480.666667,,,,,,,,
failedPsHoResponsesWithS1APCause,counter,Failed Ps Ho Responses With S1 Ap Cause,Number of failed Ps Ho Responses With S1 AP Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With S1 Ap Cause,2480.666667,,,,,,,,
usersPsHoResponsesWithS1APCause,counter,Users Ps Ho Responses With S1 Ap Cause,Number of users Ps Ho Responses With S1 AP Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With S1 Ap Cause,2480.666667,,,,,,,,
usersPsHoResponsesPerRabCauseCode,counter,Users Ps Ho Responses Per Rab Cause Code,Number of users Ps Ho Responses Per Rab Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Rab Cause Code,2480.666667,,,,,,,,
psHoResponsesPerS1APCauseCode,counter,Ps Ho Responses Per S1 Ap Cause Code,Number of ps Ho Responses Per S1 AP Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses Per S1 Ap Cause Code,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithS1APCause,counter,Users Failed Ps Ho Responses With S1 Ap Cause,Number of users Failed Ps Ho Responses With S1 AP Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With S1 Ap Cause,2480.666667,,,,,,,,
psHoResponsesWithRabCause,counter,Ps Ho Responses With Rab Cause,Number of ps Ho Responses With Rab Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses With Rab Cause,2480.666667,,,,,,,,
usersPsHoResponsesPerRadioCauseCode,counter,Users Ps Ho Responses Per Radio Cause Code,Number of users Ps Ho Responses Per Radio Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Radio Cause Code,2480.666667,,,,,,,,
usersPsHoResponsesWithRabCause,counter,Users Ps Ho Responses With Rab Cause,Number of users Ps Ho Responses With Rab Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Rab Cause,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithRejectCause,counter,Users Failed Ps Ho Responses With Reject Cause,Number of users Failed Ps Ho Responses With Reject Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With Reject Cause,2480.666667,,,,,,,,
psHoResponsesPerRabCauseCode,counter,Ps Ho Responses Per Rab Cause Code,Number of ps Ho Responses Per Rab Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses Per Rab Cause Code,2480.666667,,,,,,,,
failedPsHoResponsesWithRejectCause,counter,Failed Ps Ho Responses With Reject Cause,Number of failed Ps Ho Responses With Reject Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With Reject Cause,2480.666667,,,,,,,,
psHoResponsesPerSccpCauseCode,counter,Ps Ho Responses Per Sccp Cause Code,Number of ps Ho Responses Per Sccp Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses Per Sccp Cause Code,2480.666667,,,,,,,,
failedPsHoResponsesWithRabCause,counter,Failed Ps Ho Responses With Rab Cause,Number of failed Ps Ho Responses With Rab Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With Rab Cause,2480.666667,,,,,,,,
usersPsHoResponsesWithRejectCause,counter,Users Ps Ho Responses With Reject Cause,Number of users Ps Ho Responses With Reject Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Reject Cause,2480.666667,,,,,,,,
usersPsHoResponsesPerSccpCauseCode,counter,Users Ps Ho Responses Per Sccp Cause Code,Number of users Ps Ho Responses Per Sccp Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Sccp Cause Code,2480.666667,,,,,,,,
usersPsHoResponsesPerRejectCauseCode,counter,Users Ps Ho Responses Per Reject Cause Code,Number of users Ps Ho Responses Per Reject Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Reject Cause Code,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithRabCause,counter,Users Failed Ps Ho Responses With Rab Cause,Number of users Failed Ps Ho Responses With Rab Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With Rab Cause,2480.666667,,,,,,,,
psHoResponsesWithRejectCause,counter,Ps Ho Responses With Reject Cause,Number of ps Ho Responses With Reject Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses With Reject Cause,2480.666667,,,,,,,,
psHoResponsesPerGmmCauseCode,counter,Ps Ho Responses Per Gmm Cause Code,Number of ps Ho Responses Per Gmm Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses Per Gmm Cause Code,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithGmmCause,counter,Users Failed Ps Ho Responses With Gmm Cause,Number of users Failed Ps Ho Responses With Gmm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With Gmm Cause,2480.666667,,,,,,,,
psHoResponsesWithSccpCause,counter,Ps Ho Responses With Sccp Cause,Number of ps Ho Responses With Sccp Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses With Sccp Cause,2480.666667,,,,,,,,
failedPsHoResponsesWithGmmCause,counter,Failed Ps Ho Responses With Gmm Cause,Number of failed Ps Ho Responses With Gmm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With Gmm Cause,2480.666667,,,,,,,,
psHoResponsesPerRejectCauseCode,counter,Ps Ho Responses Per Reject Cause Code,Number of ps Ho Responses Per Reject Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses Per Reject Cause Code,2480.666667,,,,,,,,
usersPsHoResponsesWithGmmCause,counter,Users Ps Ho Responses With Gmm Cause,Number of users Ps Ho Responses With Gmm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Gmm Cause,2480.666667,,,,,,,,
usersPsHoResponsesPerSmCauseCode,counter,Users Ps Ho Responses Per Sm Cause Code,Number of users Ps Ho Responses Per Sm Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Sm Cause Code,2480.666667,,,,,,,,
usersPsHoResponsesWithSccpCause,counter,Users Ps Ho Responses With Sccp Cause,Number of users Ps Ho Responses With Sccp Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Sccp Cause,2480.666667,,,,,,,,
psHoResponsesWithGmmCause,counter,Ps Ho Responses With Gmm Cause,Number of ps Ho Responses With Gmm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses With Gmm Cause,2480.666667,,,,,,,,
psHoResponsesPerRadioCauseCode,counter,Ps Ho Responses Per Radio Cause Code,Number of ps Ho Responses Per Radio Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses Per Radio Cause Code,2480.666667,,,,,,,,
usersPsHoResponsesPerGmmCauseCode,counter,Users Ps Ho Responses Per Gmm Cause Code,Number of users Ps Ho Responses Per Gmm Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Gmm Cause Code,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithBssgpCause,counter,Users Failed Ps Ho Responses With Bssgp Cause,Number of users Failed Ps Ho Responses With Bssgp Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With Bssgp Cause,2480.666667,,,,,,,,
usersPsHoResponsesWithRadioCause,counter,Users Ps Ho Responses With Radio Cause,Number of users Ps Ho Responses With Radio Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Radio Cause,2480.666667,,,,,,,,
psHoResponsesPerSmCauseCode,counter,Ps Ho Responses Per Sm Cause Code,Number of ps Ho Responses Per Sm Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses Per Sm Cause Code,2480.666667,,,,,,,,
failedPsHoResponsesWithSccpCause,counter,Failed Ps Ho Responses With Sccp Cause,Number of failed Ps Ho Responses With Sccp Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With Sccp Cause,2480.666667,,,,,,,,
failedPsHoResponsesWithSmCause,counter,Failed Ps Ho Responses With Sm Cause,Number of failed Ps Ho Responses With Sm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With Sm Cause,2480.666667,,,,,,,,
psHoResponsesPerHoCauseCode,counter,Ps Ho Responses Per Ho Cause Code,Number of ps Ho Responses Per Ho Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses Per Ho Cause Code,2480.666667,,,,,,,,
failedpsHoResponsesWithEmmEstablishmentCause,counter,Failedps Ho Responses With Emm Establishment Cause,Number of failedps Ho Responses With Emm Establishment Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failedps Ho Responses With Emm Establishment Cause,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithEmmEstablishmentCause,counter,Users Failed Ps Ho Responses With Emm Establishment Cause,Number of users Failed Ps Ho Responses With Emm Establishment Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With Emm Establishment Cause,2480.666667,,,,,,,,
psHoResponsesWithHoCause,counter,Ps Ho Responses With Ho Cause,Number of ps Ho Responses With Ho Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses With Ho Cause,2480.666667,,,,,,,,
usersPsHoResponsesWithHoCause,counter,Users Ps Ho Responses With Ho Cause,Number of users Ps Ho Responses With Ho Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Ho Cause,2480.666667,,,,,,,,
failedPsHoResponsesWithHoCause,counter,Failed Ps Ho Responses With Ho Cause,Number of failed Ps Ho Responses With Ho Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With Ho Cause,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithHoCause,counter,Users Failed Ps Ho Responses With Ho Cause,Number of users Failed Ps Ho Responses With Ho Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With Ho Cause,2480.666667,,,,,,,,
psHoResponsesWithEsmCause,counter,Ps Ho Responses With Esm Cause,Number of ps Ho Responses With Esm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses With Esm Cause,2480.666667,,,,,,,,
usersPsHoResponsesPerEmmEstablishmentCauseCode,counter,Users Ps Ho Responses Per Emm Establishment Cause Code,Number of users Ps Ho Responses Per Emm Establishment Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Emm Establishment Cause Code,2480.666667,,,,,,,,
usersPsHoResponsesWithEsmCause,counter,Users Ps Ho Responses With Esm Cause,Number of users Ps Ho Responses With Esm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Esm Cause,2480.666667,,,,,,,,
failedPsHoResponsesWithEsmCause,counter,Failed Ps Ho Responses With Esm Cause,Number of failed Ps Ho Responses With Esm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With Esm Cause,2480.666667,,,,,,,,
psHoResponsesWithS1APCause,counter,Ps Ho Responses With S1 Ap Cause,Number of ps Ho Responses With S1 AP Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses With S1 Ap Cause,2480.666667,,,,,,,,
usersPsHoResponsesPerHoCauseCode,counter,Users Ps Ho Responses Per Ho Cause Code,Number of users Ps Ho Responses Per Ho Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Ho Cause Code,2480.666667,,,,,,,,
usersPsHoFailedResponses,counter,Users Ps Ho Failed Responses,Number of users Ps Ho Failed Responses,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Failed Responses,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithEsmCause,counter,Users Failed Ps Ho Responses With Esm Cause,Number of users Failed Ps Ho Responses With Esm Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With Esm Cause,2480.666667,,,,,,,,
psHoResponsesPerEsmCauseCode,counter,Ps Ho Responses Per Esm Cause Code,Number of ps Ho Responses Per Esm Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses Per Esm Cause Code,2480.666667,,,,,,,,
psHoResponsesWithErabCause,counter,Ps Ho Responses With Erab Cause,Number of ps Ho Responses With Erab Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Responses With Erab Cause,2480.666667,,,,,,,,
psHoFailedResponses,counter,Ps Ho Failed Responses,Number of ps Ho Failed Responses,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Failed Responses,2480.666667,,,,,,,,
usersPsHoResponsesWithErabCause,counter,Users Ps Ho Responses With Erab Cause,Number of users Ps Ho Responses With Erab Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Erab Cause,2480.666667,,,,,,,,
usersPsHoResponsesPerErabCauseCode,counter,Users Ps Ho Responses Per Erab Cause Code,Number of users Ps Ho Responses Per Erab Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Erab Cause Code,2480.666667,,,,,,,,
failedPsHoResponsesWithErabCause,counter,Failed Ps Ho Responses With Erab Cause,Number of failed Ps Ho Responses With Erab Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Failed Ps Ho Responses With Erab Cause,2480.666667,,,,,,,,
usersFailedPsHoResponsesWithErabCause,counter,Users Failed Ps Ho Responses With Erab Cause,Number of users Failed Ps Ho Responses With Erab Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Failed Ps Ho Responses With Erab Cause,2480.666667,,,,,,,,
psHoAttempts,counter,Ps Ho Attempts,Number of ps Ho Attempts,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Ps Ho Attempts,2480.666667,,,,,,,,
usersPsHoResponsesPerEsmCauseCode,counter,Users Ps Ho Responses Per Esm Cause Code,Number of users Ps Ho Responses Per Esm Cause Code,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses Per Esm Cause Code,2480.666667,,,,,,,,
usersPsHoResponsesWithEmmEstablishmentCause,counter,Users Ps Ho Responses With Emm Establishment Cause,Number of users Ps Ho Responses With Emm Establishment Cause,psHoSuccessRate,Mobility,Mobility-PS Handover Success Rate (%)-Users Ps Ho Responses With Emm Establishment Cause,2480.666667,,,,,,,,
